Project ID,Project Name,Owner,Developer,Address,Zip Code,Unit Type,Tenure,City Amount,Longitude,Latitude,Property Manager Phone Number,Property Manager Email
5721,2323 South Lamar Mixed Use,2323 South Lamar Ltd LP,Endeavor Real Estate Group,2323 South Lamar Blvd,78704,Multifamily,Rental,0,-97.776724,30.246807,,
5720,Burnet MF,OH Burnet Land LP,OH Burnet Land LP,6801 Burnet Road,78757,Multifamily,Rental,0,-97.73797,30.34381,,
5719,Presidium at Waterford,Sage-Research LTD,Sage-Research LTD,9127 Research Blvd Svrd NB,78758,Multifamily,Rental,0,-97.72971932,30.37531547,,
5718,Broadstone North Lamar,Alliance Realty Partners LLC,Alliance Realty Partners LLC,6709 N Lamar Blvd,78752,Multifamily,Rental,0,-97.720188,30.335118,,
5717,Hudson Street Apartments,"LDG Fleetwood, LP",LDG Development LLC,5603 Hudson Street,78721,Multifamily,Rental,0,-97.67771,30.27224,,
5714,San Pedro Residences,"DC+CJ 2802 San Pedro, LLC",Cater Joseph,"2802, 2804, 2806 San Pedro Street",78703,Multifamily,Rental,0,-97.74589,30.29397,,
5713,10300 Metropolitan Drive,10400 Metroplitan LTD & Anchor Equities LTD,10400 Metropolitan LTD & Anchor Equities LTD,10300 Metropolitan Drive,78758,Multifamily,Rental,0,-97.71772,30.38435,,
5712,Airport Center,"Lamy-Arcadia, LLC","Lamy-Arcadia, LLC",6505 Airport Blvd,78752,Multifamily,Rental,0,-97.713586,30.329379,,
5711,Hanover Brazos Street,Conventus Corporation,THC Austin Brazos LLC,201 E 3rd Street,78701,Multifamily,Rental,0,-97.742322,30.26454,,
5710,1800 E MLK Wellness Center,"CheffShupp Holdings, LLC","CheffShupp Holdings, LLC",1800 E MLK Jr Blvd,78702,Multifamily,Rental,0,-97.72211,30.27998,,
5707,3104 Father Joe Znotas Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Undisclosed,78702,Single Family,Ownership,123520,-97.70186,30.26889,,
5706,4801 E Stassney,Austin Housing Finance Corporation,Austin Housing Finance Corporation,4801 E Stassney Lane,78744,Non-Residential,Non-Residential,0,-97.74261,30.19349,,
5705,6200 Menchaca,Austin Housing Finance Corporation,Austin Housing Finance Corporation,6200 Menchaca Road,78745,Non-Residential,Non-Residential,0,-97.80377583,30.2112276,,
5704,1108 Kramer,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1108 Kramer Lane,78758,Non-Residential,Non-Residential,0,-97.69290821,30.38284667,,
5703,1114 Kramer,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1114 Kramer Lane,78758,Non-Residential,Non-Residential,0,-97.69372,30.38269,,
5702,321 W 6th Street,"BBVA USA and Ehrilich Sixth Street Restaurant, Ltd","BBVA USA and Ehrlich Sixth Street Restaurant, Ltd",311 and 321 W 6th Street,78701,Multifamily,Rental,0,-97.74608,30.26871,,
5701,2011 & 2015 E M Franklin,Anmol Mehra,Anmol Mehra,2011 & 2015 E M Franklin Ave,78723,Multifamily,Rental,0,-97.69685,30.28611,,
5700,418 E Highland Mall,UG Highland I LP,UG Highland I LP,418 E Highland Mall Blvd,78752,Multifamily,Rental,0,-97.71018,30.32855,,
5698,Walnut Trace,"Texas Quad, LLC",LDG Development LLC,"Hwy 183 & FM 969, 78725",78725,Single Family,Rental,0,-97.665216,30.282067,,
5697,3811 1/2 Tannehill,Austin Housing Finance Corporation,Austin Housing Finance Corporation,3811 1/2 Tannehill Lane,78721,Non-Residential,Non-Residential,0,-97.674571,30.276549,,
5696,1212 W Slaughter,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1212 W Slaughter Lane,78748,Non-Residential,Non-Residential,0,-97.815682,30.174793,,
5695,11225 Pecan Park,Austin Housing Finance Corporation,Austin Housing Finance Corporation,11225 Pecan Park Boulevard,78613,Non-Residential,Non-Residential,0,-97.80378718,30.47394154,,
5693,Fairfield at Metric Multifamily,FRH Realty LLC,FRH Realty LLC,9100 E Metric Blvd,78758,Multifamily,Rental,0,-97.72155,30.37228,,
5692,Casiano Condos,Salvado Casiano-Jarmaillo,Salvado Casiano-Jarmaillo,3213 Gonzales Street,78702,Multifamily,Rental,0,-97.70498,30.25847,,
5690,Cityline at MLK Station,HS 2900 MLK Venture LLC,HS 2900 MLK Venture LLC,1909 Alexander Avenue,78702,Multifamily,Rental,0,-97.709032,30.282345,,
5689,5511-5519 Jackie Robinson,"Summertree Developer, LLC","Summertree Developer, LLC",Undisclosed,78721,Single Family,Ownership,0,-97.6782,30.27607,,
5687,Red Roof Inn,SHIR Capital LLC,SHIR Capital LLC,8216 N IH-35,,Multifamily,Rental,0,-97.69755,30.3454,,
5686,Budget Lodge,SHIR Capital LLC,SHIR Capital LLC,9220 N IH-35,78746,Multifamily,Rental,0,-97.68931,30.35752,,
5685,Croslin Court Condominiums Expansion,"Jese Real Estate, LLC","Jese Real Estate, LLC",Undisclosed,78752,Multifamily,Ownership,0,-97.7071,30.33656,,
5683,5900 Cameron Road,"SP Partners Cameron Holdings, LLC","SP Partners Cameron Holdings, LLC",5900 Cameron Road,78723,Multifamily,Rental,0,-97.700348,30.31708,,
5682,The Emma,3219 Manor MU Ltd,Cumby Development,3219 Manor Road,78722,Multifamily,Rental,0,-97.703,30.28653,,
5681,Austin 4th & Comal,Game Creek Holdings,Game Creek Holdings,400 Comal Street,78702,Multifamily,Rental,0,-97.727059,30.261375,,
5679,Rose Hill Apartments,Drew Homes,Drew Homes,Undisclosed,78745,Multifamily,Ownership,0,-97.79389,30.21395,,
5678,Rogers Neighborhood,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Undisclosed,78702,Single Family,Ownership,0,-97.70247,30.26359,,
5676,Lamar Place,Hosebark LLLP,Hosebark LLLP,2411 Longview Street,78705,Multifamily,Rental,0,-97.75034,30.28936,,
5675,The Chelsea,"WGC San Gabriel, LLC","WGC San Gabriel, LLC",2500 San Gabriel,78705,Multifamily,Rental,0,-97.7478231,30.28958722,,
5674,Greystone at Prock Condominiums,"LZA Real Properties East, LLC","LZA Real Properties East, LLC",Undisclosed,78721,Multifamily,Ownership,0,-97.69119,30.27037,,
5673,Greystone at Prock Condominiums,"LZA Real Properties East, LLC","LZA Real Properties East, LLC",Undisclosed,78721,Multifamily,Ownership,0,-97.69119,30.27037,,
5672,Greystone at Prock Condominiums,"LZA Real Properties East, LLC","LZA Real Properties East, LLC",Undisclosed,78721,Multifamily,Ownership,0,-97.69119,30.27037,,
5669,The Conrad,LDG Development,LDG Development LLC,11210 S IH 35,78748,Multifamily,Rental,0,-97.798254,30.137753,,
5666,Agave East Apartments,"Agave East Apartments GP, LLC","Agave East Apartments GP, LLC","Southwest of the Intersection of Intersection of Elroy & McAngus Roads, Austin, TX 7867",78667,Multifamily,Rental,0,-97.644872,30.15308,,
5665,6507 E Riverside,TLH Riverside 6507 MF-I LP,TLH Riverside 6507 MF-I LP,6507 E Riverside Drive,78741,Multifamily,Rental,0,-97.70156627,30.22381686,,
5663,Bridge at Turtle Creek,"JCI Residential, LLC","JCI Residential, LLC",735 Turtle Creek Blvd,78745,Multifamily,Rental,0,-97.78541,30.20311,,
5662,Arbor Park,Austin DMA Housing,Austin DMA Housing,6306 McNeil Drive,78729,Multifamily,Rental,0,-97.75104,30.44124,,
5661,10001 Stonelake Blvd,"CA Senior Living Holdings, LLC","CA Senior Living Holdings, LLC",10001 Stonelake Blvd,78759,Single Family,Non-Residential,0,-97.73863,30.39158,,
5660,613 WSJ,TSG Asset Management and or Assigns,Sephira Group,Undisclosed,78752,Multifamily,Ownership,0,-97.71579,30.33803,,
5659,Willow Hill,2500 Willow LLC,2500 Willow LLC,2500 Willow Hill Drive,78741,Multifamily,Rental,0,-97.72525,30.2334,,
5658,1812 E 6th Mixed-Use,"1812 Development Group, LLC","1812 Development Group, LLC",1812 E 6th Street,78702,Multifamily,Rental,0,-97.72285,30.26212,,
5653,Greyston at Perry Condominiums,"LZA Real Properties East, LLC","LZA Real Properties East, LLC",Undisclosed,78721,Single Family,Ownership,0,-97.6866,30.25697,,
5648,2901 Manor Road,"Manor and Alexander Development Partners, LP","Manor & Alexander Development Partners, LP",2901 Manor Rd,78702,Multifamily,Rental,0,-97.71006,30.28555,,
5646,The Henderson (fka Reinli Heights),LDG Development LLC,LDG Development LLC,1101 Reinli Street,78723,Multifamily,Rental,0,-97.703605,30.316316,,
5644,Akins East,"HTG Akins, LLC","HTG Akins, LLC",3517 E M L King Blvd,78721,Multifamily,Rental,0,-97.69983,30.281233,,
5643,Espero Austin at Rutland,Espero Austin at Rutland LP,Caritas of Austin,1934 Rutland Drive,78758,Multifamily,Rental,0,-97.71302,30.37972,,
5641,Zilker Studios (fka Armadillo Studios),"Foundation Communities, Inc","Foundation Communities, Inc.",1508 S Lamar Blvd,78704,Multifamily,Rental,0,-97.76502,30.25215,,
5640,The Matador (fka Soco Heights),"LDG Multifamily, LLC",LDG Development LLC,5900 S Congress Avenue,78754,Multifamily,Rental,0,-97.7764,30.20231,,
5639,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,8416 Hathaway,78757,Duplex,Rental,0,-97.726877,30.364212,,
5638,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,8414 Hathaway Drive,78757,Duplex,Rental,0,-97.726877,30.364212,,
5637,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78757,Single Family,Ownership,0,-97.7273,30.36392,,
5636,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78757,Single Family,Ownership,0,-97.72731,30.36392,,
5635,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78757,Single Family,Ownership,0,-97.72733,30.36393,,
5634,Doris Tract,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78757,Single Family,Ownership,0,-97.72734,30.36393,,
5630,Eberhart Place,"Eberhart Place Senior Housing, LP","Eberhart Place Senior Housing, LP",808 Eberhart,78745,Multifamily,Rental,0,-97.78772,30.20225,,
5627,Greystone at Prock Condominiums,"LZA Real Properties East, LLC","LZA Real Properties East, LLC",Undisclosed,78721,Multifamily,Ownership,0,-97.69119,30.27037,,
5625,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.72066,30.28374,,
5624,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.72066,30.28374,,
5622,6304 Manor Rd,Anmol Mehra,Anmol Mehra,6304 Manor Road,78723,Single Family,Rental,0,-97.67202,30.30857,,
5621,1209 Azie Morton,Azie Morton Homes LP,Azie Morton Homes LP,Undisclosed,78704,Single Family,Ownership,0,-97.77197,30.25944,,
5620,5201 E MLK,,,5201 E Martin Luther King Jr,78721,Multifamily,Rental,0,-97.67603066,30.28597554,,
5619,5201 E MLK,5201 E MLK LP,5201 E MLK LP,5201 E Martin Luther King Jr Blvd,78721,Multifamily,Rental,0,-97.67605,30.28591,,
5618,211 South Lamar PUD,16 Piggybank Ltd.,,Undisclosed,78704,Multifamily,Ownership,0,-97.756799,30.263971,,
5617,Metacortex,2400 Seton LLC,Lincoln Ventures,2400 Seton Ave and 613 W 24 1/2 Street,78705,Multifamily,Rental,0,-97.74411,30.28805,,
5616,Empire Communities - SF - Secdtion 10A - 4 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.69609704,30.29765382,,
5615,Empire Communities - SF - Section 10A - 4 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.69597479,30.29765704,,
5614,Empire Communities - SF - Section 10A - 4 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.69621274,30.29764856,,
5613,Empire Communities - SF - Setion 10A - 4 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.69635111,30.29765905,,
5612,6711 Porter Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,6711 Porter,78704,Single Family,Rental,0,-97.69479,30.22945,,
5611,1919 Riverside Dr,RD 1919 Riverside Dr,RD 1919 Riversdie Dr,1919 Riverside Drive,78741,Multifamily,Rental,0,-97.729039,30.241588,,
5610,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.720746,30.283103,,
5609,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.720746,30.283103,,
5608,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.720746,30.283103,,
5607,Eastgate Condominiums,"2213 Poquito, LLC","Lee Development and Construction/2213 Poquito, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.720746,30.283103,,
5606,Onion Street West,6th and Onion LP,6th and Onion LP,1401 E 6th St,78702,Non-Residential,Non-Residential,0,-97.72839351,30.2635929,,
5605,12500 Lamppost Lane,Parmer Housing LLC,Parmer Housing LLC,Undisclosed,78727,Multifamily,Ownership,0,-97.69468,30.41643,,
5603,Talia Homes,"Lancaster Office Three, LLC","Lancaster Office Three, LLC",5300 St Georges Green,78745,Multifamily,Rental,0,-97.79281,30.21571,,
5602,The Chicon 2,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,78702,Multifamily,Ownership,0,-97.72,30.27559,,
5601,Muskin Company -4  SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.70873164,30.30256172,,
5600,Lofts at Poquito,Brittmoore 1256 LTD,Brittmoore 1256 LTD,1920 E 12th Street,78702,Multifamily,Rental,0,-97.71909,30.27407,,
5598,Bowen,SL Domain LP,SL Domain LP,3000 Gracie Kiltz Lane,78758,Multifamily,Rental,0,-97.7251,30.395315,,
5597,Domain Tower IV,SL Domain LP,SL Domain LP,10017 Alterra Parkway,78758,Non-Residential,Non-Residential,0,-97.72231873,30.39409771,,
5596,Domain Tower III,SL Domain LP,SL Domain LP,10025 Alterra Parkway,78758,Non-Residential,Non-Residential,0,-97.72211534,30.39458403,,
5595,Cascades at Onion Creek,"Cascades at Onion Creek Apartments, LP",Cadence Multifamily,11601 S IH 35 (TCAD Property ID 351994),78747,Multifamily,Rental,0,-97.798688,30.131377,,
5594,4515 South Congress Avenue,"4515 South Congress Avenue, LP","4515 South Congress Avenue, LP",4515 South Congress Avenue,78745,Multifamily,Rental,0,-97.76792112,30.21574433,,
5593,Roseville on Manor Condominiums,"SWS Manor & Alexander, LLC","SWS Manor & Alexander, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.710388,30.28528,,
5592,Roseville on Manor Condominiums,"SWS Manor & Alexander, LLC","SWS Manor & Alexander, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.71047276,30.28522984,,
5591,Roseville on Manor Condominiums,"SWS Manor & Alexander, LLC","SWS Manor & Alexander, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.710388,30.28528,,
5590,Roseville on Manor Condominiums,"SWS Manor & Alexander, LLC","SWS Manor & Alexander, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.71047276,30.28522984,,
5589,Roseville on Manor Condominiums,"SWS Manor & Alexander, LLC","SWS Manor & Alexander, LLC",Undisclosed,78722,Multifamily,Ownership,0,-97.71039,30.28528,,
5587,Croslin Court Condominiums,"Jese Real Estate, LLC","Jese Real Estate, LLC",Undisclosed,78752,Multifamily,Ownership,538355,-97.707007,30.336522,,
5586,Amli III,"Catellus Austin, LLC",Catellus Austin LLC,1911 Philomena St,78723,Multifamily,Rental,0,-97.7037,30.30015,,
5583,44 East,42 East Avenue Investors LLC (TR1)/LROC Properties Southwest LP (TR2),42 East Avenue Investors LLC (TR1)/LROC Properties Southwest LP (TR2),Undisclosed,78701,Multifamily,Ownership,0,-97.73903,30.255903,,
5582,2202 Webberville Road,"2202 Webberville Road, LLC",Pearlstone Partners,Undisclosed,78702,Multifamily,Ownership,0,-97.71716,30.26195,,
5581,MLK Highline,Rosenfield Brothers,Rosenfield Brothers,2832 E MLK Jr. Boulevard,78702,Single Family,Rental,0,-97.710401,30.281967,,
5580,East Grove,Terra Salerno LLC,Terra Salerno LLC,Undisclosed,78702,Multifamily,Ownership,0,-97.676598,30.282101,,
5577,3000 Funston Street,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78703,Single Family,Ownership,0,-97.757881,30.304116,,
5576,17th Street Condominimums,1615 Guadalupe LLC,1615 Guadalupe LLC,313 W. 17th Street,78701,Multifamily,Rental,0,-97.74210818,30.27952495,,
5575,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.695949,30.297456,,
5574,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.695949,30.297456,,
5573,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.585255,30.245522,,
5572,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.58534,30.2454,,
5571,Empire Communities - SF - Section 10A - 2 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,Single Family,Ownership,0,-97.689,30.274199,,
5570,2513 Seton,2513 Seton LLC,Lincoln Ventures LLC (2513 Seton LLC),2513 Seton Avenue,78705,Multifamily,Rental,0,-97.743316,30.290126,,
